number of rooms,security level of the community,residence space,building space,noise level,view,air quality level,exchange rate,price range,house_age,decorate_age,space_ratio,room_space,median_rank_zip code,median_rank_city,mean_rank_zip code,mean_rank_city
4,2.25,3490,6906,2.0,0,4,7.336396945,4,86,86,0.6532951289398281,698.0,3.0,2.0,3.1875,2.4857142857142858
4,3.25,3760,10920,1.5,0,5,7.892512008,4,64,64,0.6382978723404256,752.0,3.0,2.0,3.303030303030303,2.4857142857142858
5,4.0,4510,15175,2.0,0,3,7.328692651,4,45,12,1.0,751.6666666666666,4.0,4.0,3.8208955223880596,3.8208955223880596
2,1.0,1040,13100,1.0,0,5,7.242955583,1,102,102,1.0,346.6666666666667,1.0,1.0,1.2380952380952381,1.4444444444444444
3,2.0,1570,7200,1.0,0,4,6.514145822,1,62,62,1.0,392.5,2.0,2.0,1.9651162790697674,1.9834710743801653
4,1.0,1490,6600,1.0,0,3,6.0853906,1,45,4,1.0,298.0,1.0,1.0,1.1551724137931034,1.7058823529411764
3,1.5,1380,11130,1.0,0,3,7.919512163,1,54,2,1.0,345.0,1.0,1.0,1.4042553191489362,1.408450704225352
3,1.75,1640,10762,1.0,0,3,7.249254054,1,26,14,0.6890243902439024,410.0,1.0,1.0,1.5168539325842696,1.2105263157894737
3,2.5,1920,9180,2.0,0,3,6.778293459,1,26,14,1.0,480.0,1.0,2.0,1.3846153846153846,1.9136690647482015
3,2.0,1410,7566,1.0,0,3,6.57505079,1,29,29,1.0,352.5,1.0,1.0,1.3055555555555556,1.4444444444444444
3,1.5,1260,1270,2.0,0,3,6.60221633,1,9,9,0.8253968253968254,315.0,2.0,2.0,1.8876404494382022,2.4857142857142858
3,1.0,1400,7410,1.0,0,3,7.959992686,1,70,70,1.0,350.0,2.0,1.0,2.0185185185185186,1.7058823529411764
4,1.75,1720,10018,1.0,0,5,7.697513804,1,54,54,1.0,344.0,1.0,1.0,1.5168539325842696,1.2105263157894737
3,1.0,1110,8423,1.0,0,3,6.59942323,1,62,6,1.0,277.5,2.0,1.0,2.0185185185185186,1.7058823529411764
1,1.0,1100,4373,1.0,0,2,6.049013854,1,67,67,0.7454545454545455,550.0,2.0,1.0,2.0185185185185186,1.7058823529411764
3,1.75,1250,10122,1.0,0,3,6.319465112,1,20,20,1.0,312.5,1.0,1.0,1.8571428571428572,1.8571428571428572
5,2.25,2060,8632,1.0,0,3,6.226345579,1,52,11,0.5,343.3333333333333,2.0,1.0,1.8627450980392157,1.7058823529411764
3,2.5,1600,7000,2.0,0,4,7.695986119,1,21,21,1.0,400.0,2.0,2.0,1.7173913043478262,1.7173913043478262
3,2.5,1600,4271,2.0,0,3,6.605858194,1,14,14,1.0,400.0,1.0,1.0,1.2321428571428572,1.4172185430463575
3,1.75,1840,10723,1.0,0,4,7.559837251,2,40,40,0.6630434782608695,460.0,2.0,2.0,1.7666666666666666,1.9136690647482015
3,1.75,2190,8000,1.0,0,4,6.150565237,2,47,47,1.0,547.5,1.0,1.0,1.4065934065934067,1.408450704225352
3,1.75,1870,12381,1.0,0,4,7.464150383,2,57,13,1.0,467.5,1.0,1.0,1.4042553191489362,1.408450704225352
3,1.0,1040,16986,1.0,0,4,7.10802594,2,46,46,1.0,260.0,2.0,2.0,2.4705882352941178,1.9136690647482015
3,3.0,1680,1570,3.0,0,3,6.472472555,2,0,0,1.0,420.0,3.0,2.0,2.725,2.4857142857142858
3,2.25,1630,12295,2.0,0,4,6.872477836,2,29,29,1.0,407.5,2.0,2.0,1.7666666666666666,1.9136690647482015
3,1.0,1010,9360,1.0,0,3,6.922849697,2,33,1,1.0,252.5,4.0,3.0,3.324675324675325,2.76878612716763
5,2.5,2420,8560,1.0,2,3,7.528657447,2,36,36,0.6694214876033058,403.3333333333333,2.0,2.0,2.116883116883117,2.4857142857142858
2,1.0,820,6400,1.0,0,4,7.22893312,2,70,70,1.0,273.3333333333333,2.0,2.0,2.0933333333333333,2.4857142857142858
5,2.75,2410,5003,1.0,0,3,6.736957923,2,6,6,0.5850622406639004,401.6666666666667,2.0,2.0,2.116883116883117,2.4857142857142858
3,2.5,1830,13042,2.0,0,3,7.665932902,2,24,5,1.0,457.5,2.0,2.0,1.7173913043478262,1.7173913043478262
2,1.0,1640,17335,1.0,0,3,6.979394602,2,36,36,0.5121951219512195,546.6666666666666,3.0,3.0,3.2444444444444445,3.179372197309417
5,1.75,3000,6000,1.0,0,5,6.100794389,2,56,56,0.5,500.0,1.0,2.0,1.3555555555555556,2.4857142857142858
3,2.25,1660,8307,1.0,0,4,6.718267225,2,53,13,1.0,415.0,2.0,2.0,1.8876404494382022,1.9834710743801653
4,2.75,2140,13000,1.0,0,3,6.20603554,2,46,17,0.616822429906542,428.0,2.0,2.0,2.3181818181818183,2.3230769230769233
4,3.0,1830,9548,2.0,0,3,6.360993904,2,23,23,1.0,366.0,2.0,2.0,2.3181818181818183,2.4242424242424243
3,2.25,1606,1452,3.0,0,3,6.422977118,2,5,5,1.0,401.5,2.0,2.0,2.2093023255813953,2.4857142857142858
3,2.25,1770,8165,2.0,0,3,7.647339487,2,37,10,1.0,442.5,2.0,3.0,2.3195876288659796,2.76878612716763
2,2.5,1150,1027,3.0,0,3,7.491794709,2,6,6,1.0,383.3333333333333,3.0,2.0,2.725,2.4857142857142858
2,2.0,1350,3900,1.0,0,3,7.67727139,2,11,11,1.0,450.0,3.0,3.0,3.2444444444444445,3.179372197309417
3,1.75,1500,6180,1.0,0,4,6.099107555,2,67,26,0.7066666666666667,375.0,2.0,2.0,2.116883116883117,2.4857142857142858
3,2.5,1600,3573,2.0,0,3,7.285251317,2,1,1,1.0,400.0,2.0,2.0,2.0123456790123457,1.9136690647482015
3,2.0,1760,9055,2.0,0,4,6.980068392,2,29,29,1.0,440.0,3.0,3.0,3.1297709923664123,3.179372197309417
4,2.5,2180,11200,1.0,0,4,7.838798089,2,46,46,1.0,436.0,3.0,3.0,2.7096774193548385,2.8454545454545452
3,2.0,1610,4160,1.0,0,4,6.162008489,2,97,97,0.6273291925465838,402.5,2.0,2.0,2.510204081632653,2.4857142857142858
4,2.5,3305,16164,1.5,0,5,6.300667832,2,92,58,0.6792738275340393,661.0,2.0,2.0,1.8876404494382022,1.9834710743801653
4,2.75,2656,21195,2.0,0,3,7.703927058,2,0,0,1.0,531.2,1.0,1.0,1.2321428571428572,1.4172185430463575
3,2.5,1940,37565,1.0,0,4,6.998761995,3,27,27,1.0,485.0,3.0,3.0,2.8764044943820224,2.893854748603352
3,2.5,2280,2289,2.0,0,3,6.050006822,3,8,8,0.8245614035087719,570.0,3.0,3.0,2.8764044943820224,2.893854748603352
3,2.75,1540,6760,1.0,0,5,6.498264177,3,34,34,0.7857142857142857,385.0,2.0,3.0,2.3195876288659796,2.76878612716763
4,2.5,2430,5203,2.0,0,3,7.152976461,3,11,11,1.0,486.0,2.0,2.0,1.9651162790697674,1.9834710743801653
3,1.75,1580,9147,1.0,1,4,6.152773093,3,47,47,0.7658227848101266,395.0,3.0,3.0,2.840909090909091,3.2899159663865545
3,2.25,1170,1249,3.0,0,3,7.983695515,3,0,0,1.0,292.5,3.0,2.0,2.8205128205128207,2.4857142857142858
2,2.0,1550,2400,1.5,0,4,7.619271269,3,114,43,1.0,516.6666666666666,3.0,2.0,2.725,2.4857142857142858
3,1.0,1340,4284,1.0,0,3,7.293083604,3,104,8,0.8059701492537313,335.0,3.0,2.0,3.303030303030303,2.4857142857142858
7,5.75,3700,7647,2.0,1,3,6.995068157,3,66,30,1.0,462.5,2.0,2.0,1.9651162790697674,2.3529411764705883
3,3.0,4120,60392,2.0,2,3,7.914514942,3,20,20,0.7718446601941747,1030.0,2.0,2.0,2.4375,2.4375
3,2.0,1860,13374,1.0,0,3,7.56674284,3,29,29,1.0,465.0,3.0,3.0,2.8764044943820224,2.893854748603352
3,2.0,2350,5080,1.5,0,3,7.851893768,3,85,85,0.7574468085106383,587.5,2.0,2.0,2.116883116883117,2.4857142857142858
4,2.0,1650,5000,1.0,0,3,7.033481581,3,59,9,1.0,330.0,3.0,2.0,2.71,2.4857142857142858
4,2.0,2510,13695,1.0,0,4,6.071732965,3,53,13,0.5099601593625498,502.0,4.0,3.0,3.324675324675325,2.76878612716763
3,1.75,1960,4788,1.0,0,4,6.059335083,3,94,94,0.5561224489795918,490.0,3.0,2.0,2.9158878504672896,2.4857142857142858
9,4.5,3830,6988,2.5,0,3,6.377368449,3,76,11,0.639686684073107,383.0,3.0,2.0,2.725,2.4857142857142858
3,2.5,2460,108900,1.0,0,4,6.908777372,3,37,37,0.7560975609756098,615.0,3.0,3.0,2.8764044943820224,2.893854748603352
3,2.5,2030,6500,2.0,0,3,7.507499011,3,26,14,1.0,507.5,3.0,3.0,2.8764044943820224,2.893854748603352
2,2.25,2550,5663,1.0,0,3,7.567488936,3,3,3,0.6745098039215687,850.0,2.0,2.0,2.0123456790123457,1.9136690647482015
3,3.0,2270,5175,2.0,0,3,7.89465306,3,12,12,0.9383259911894273,567.5,2.0,2.0,2.0123456790123457,1.9136690647482015
3,2.5,3240,108366,2.0,0,4,6.551457065,3,23,23,1.0,810.0,1.0,1.0,1.5168539325842696,1.4444444444444444
4,2.5,2650,4316,1.5,0,3,7.033816439,4,109,1,0.5735849056603773,530.0,3.0,2.0,2.9814814814814814,2.4857142857142858
4,2.75,2600,6050,2.0,0,5,6.284093511,4,65,65,0.7538461538461538,520.0,3.0,2.0,2.9814814814814814,2.4857142857142858
3,2.75,2520,5401,1.0,0,4,7.569661724,4,68,25,0.5396825396825397,630.0,4.0,2.0,3.347826086956522,2.4857142857142858
4,2.75,2410,9549,1.0,0,4,6.211030496,4,58,58,0.7385892116182573,482.0,4.0,3.0,3.324675324675325,2.76878612716763
3,2.0,2540,7200,1.5,3,4,6.341827878,4,109,109,0.6299212598425197,635.0,2.0,2.0,2.6153846153846154,2.4857142857142858
4,2.0,2210,8556,1.0,1,4,7.679794228,4,60,35,0.5475113122171946,442.0,3.0,2.0,3.1875,2.4857142857142858
5,3.75,4130,226076,2.0,0,3,7.419454264,4,29,29,0.7675544794188862,688.3333333333334,3.0,3.0,3.0208333333333335,2.8454545454545452
4,3.5,3900,8391,2.0,0,3,6.797349356,4,8,8,1.0,780.0,4.0,3.0,3.324675324675325,2.76878612716763
4,4.0,4460,103382,2.0,0,3,6.29018376,4,13,13,1.0,892.0,3.0,3.0,3.2444444444444445,3.179372197309417
6,2.5,3560,6480,2.5,0,4,7.592877555,4,100,69,1.0,508.57142857142856,4.0,2.0,3.3666666666666667,2.4857142857142858
5,4.5,4270,8076,2.0,0,3,7.057786285,4,7,7,0.7962529274004684,711.6666666666666,4.0,3.0,3.324675324675325,2.76878612716763
2,1.5,980,5000,2.0,0,3,7.767036165,1,92,11,1.0,326.6666666666667,1.0,1.0,1.0,1.0
2,1.0,720,5040,1.0,0,3,7.500458652,1,59,9,1.0,240.0,2.0,2.0,1.6,2.4857142857142858
3,1.0,1490,8995,1.0,0,4,6.67415974,1,60,35,1.0,372.5,1.0,2.0,1.1551724137931034,2.4857142857142858
4,1.75,2000,6120,1.0,0,3,6.5122296,1,49,21,0.55,400.0,1.0,2.0,1.3555555555555556,2.4857142857142858
3,2.5,1190,3000,2.0,0,3,6.362356955,1,12,12,1.0,297.5,1.0,1.0,1.3555555555555556,1.173913043478261
3,1.0,1390,16000,1.0,0,4,6.258275638,1,54,13,1.0,347.5,1.0,1.0,1.2321428571428572,1.0
3,1.75,950,6000,1.0,0,3,7.940447798,1,75,45,0.8315789473684211,237.5,2.0,2.0,1.7380952380952381,2.4857142857142858
2,1.0,1270,3008,1.0,0,4,6.689630665,1,91,91,0.5118110236220472,423.3333333333333,2.0,2.0,2.116883116883117,2.4857142857142858
3,1.5,1260,7964,1.0,0,4,7.997297367,1,59,5,1.0,315.0,1.0,1.0,1.4375,1.4807692307692308
3,1.75,1390,7399,1.0,0,4,6.117068021,1,39,39,1.0,347.5,1.0,1.0,1.3492063492063493,1.4444444444444444
4,1.75,1730,8320,1.0,0,3,6.864820235,1,37,10,0.7109826589595376,346.0,1.0,1.0,1.4065934065934067,1.408450704225352
4,1.5,2130,8800,1.0,0,3,7.085137649,1,52,11,0.5164319248826291,426.0,1.0,1.0,1.2380952380952381,1.4444444444444444
4,2.5,2020,6236,2.0,0,3,6.268136297,1,12,12,1.0,404.0,1.0,1.0,1.2321428571428572,1.0
3,2.5,1940,8547,1.0,0,3,7.632599235,1,25,25,0.7525773195876289,485.0,1.0,1.0,1.3055555555555556,1.4444444444444444
4,2.5,1810,6509,2.0,0,3,7.737599465,1,20,20,1.0,362.0,1.0,1.0,1.5168539325842696,1.4444444444444444
3,1.75,1890,13860,1.0,0,5,7.25335452,1,48,48,1.0,472.5,1.0,1.0,1.5168539325842696,1.4444444444444444
3,2.5,1920,7229,2.0,0,3,7.981376777,1,21,21,1.0,480.0,1.0,1.0,1.4042553191489362,1.408450704225352
3,2.0,1240,10800,1.0,0,3,6.857097786,1,47,4,1.0,310.0,2.0,2.0,1.7666666666666666,1.9136690647482015
2,1.25,860,1277,2.0,0,3,6.413798694,2,7,7,1.0,286.6666666666667,2.0,2.0,2.6153846153846154,2.4857142857142858
4,2.5,2320,6270,2.0,0,3,7.865566361,2,10,10,1.0,464.0,1.0,1.0,1.5168539325842696,1.4444444444444444
4,2.5,2460,7350,2.0,0,3,6.172538152,2,25,25,1.0,492.0,1.0,1.0,1.4065934065934067,1.408450704225352
3,1.75,1590,9620,1.0,0,3,7.996641319,2,26,14,1.0,397.5,2.0,2.0,2.4705882352941178,1.9136690647482015
4,1.75,2250,13515,1.0,0,4,6.445213467,2,74,13,0.9555555555555556,450.0,1.0,1.0,1.3055555555555556,1.4444444444444444
2,1.5,960,1808,2.0,0,3,7.427770501,2,21,21,1.0,320.0,3.0,2.0,2.688888888888889,2.4857142857142858
6,2.25,3206,5793,2.0,0,3,7.403113298,2,2,2,1.0,458.0,1.0,1.0,1.2380952380952381,1.4444444444444444
3,1.75,1890,9920,1.0,0,3,6.745908094,2,70,70,0.6507936507936508,472.5,2.0,2.0,2.2093023255813953,2.4857142857142858
3,2.5,1960,8000,1.0,0,4,7.443076631,2,37,37,0.6581632653061225,490.0,2.0,3.0,2.3195876288659796,2.76878612716763
3,2.75,2090,8354,2.0,0,3,6.515921853,2,2,2,1.0,522.5,2.0,2.0,2.0588235294117645,2.0588235294117645
2,1.0,1020,8155,1.0,0,4,7.28155771,2,66,66,1.0,340.0,3.0,2.0,2.86,2.4857142857142858
3,2.5,1540,1614,3.0,0,3,6.78789117,2,6,6,0.9545454545454546,385.0,3.0,2.0,2.725,2.4857142857142858
3,1.75,1460,7700,1.0,0,3,7.529829186,2,35,0,1.0,365.0,3.0,3.0,3.1297709923664123,3.179372197309417
3,1.75,1310,9282,1.0,0,4,7.131817717,2,38,22,1.0,327.5,3.0,3.0,3.1297709923664123,3.179372197309417
2,1.5,1020,1060,3.0,0,3,7.621997454,2,6,6,1.0,340.0,3.0,2.0,2.725,2.4857142857142858
3,2.0,1510,43560,1.0,0,3,6.856311385,2,60,9,1.0,377.5,3.0,3.0,3.0208333333333335,2.8454545454545452
5,2.25,2440,20828,1.5,0,4,7.02826823,2,39,39,1.0,406.6666666666667,1.0,1.0,1.5168539325842696,1.4444444444444444
3,2.5,2310,4729,2.0,0,3,7.10471082,2,3,3,1.0,577.5,2.0,2.0,2.3181818181818183,2.3230769230769233
3,1.75,1410,1197,3.0,0,3,7.220087572,3,2,2,1.0,352.5,3.0,2.0,2.725,2.4857142857142858
4,2.75,2280,2850,1.5,0,4,7.07720193,3,84,84,0.6754385964912281,456.0,3.0,2.0,2.9158878504672896,2.4857142857142858
3,1.75,1980,6760,1.0,0,4,6.885491857,3,41,41,1.0,495.0,3.0,3.0,2.840909090909091,3.2899159663865545
3,1.0,1670,4080,1.0,0,3,7.774601993,3,47,3,0.7005988023952096,417.5,3.0,2.0,2.9158878504672896,2.4857142857142858
4,2.5,2280,65836,2.0,0,3,7.458776476,3,10,10,1.0,456.0,3.0,3.0,3.0208333333333335,2.8454545454545452
4,3.0,2920,33976,1.0,3,5,6.638625153,3,50,50,0.5,584.0,3.0,3.0,2.840909090909091,3.2899159663865545
4,2.5,2550,4630,2.0,0,3,7.254554312,3,9,9,1.0,510.0,4.0,3.0,3.539473684210526,3.2621951219512195
4,1.75,1840,9600,1.0,0,3,6.112129878,3,47,3,0.6630434782608695,368.0,3.0,3.0,3.1297709923664123,3.179372197309417
6,2.25,2820,15600,1.5,2,5,6.99378706,3,74,74,0.6985815602836879,402.85714285714283,2.0,1.0,2.0185185185185186,1.7058823529411764
2,2.0,1870,4950,1.0,0,3,7.665376666,3,8,8,1.0,623.3333333333334,3.0,3.0,3.2444444444444445,3.179372197309417
4,2.25,2250,41688,2.0,0,3,6.880376138,3,34,34,1.0,450.0,3.0,3.0,3.2444444444444445,3.179372197309417
2,3.0,3160,66646,2.0,0,3,6.195569617,3,21,21,1.0,1053.3333333333333,3.0,3.0,3.0208333333333335,2.8454545454545452
3,2.5,1750,3354,2.0,0,4,6.403922346,3,23,23,1.0,437.5,4.0,3.0,3.324675324675325,2.76878612716763
2,1.0,1540,6872,1.0,0,4,7.836807827,3,68,25,0.5324675324675324,513.3333333333334,4.0,2.0,3.347826086956522,2.4857142857142858
4,1.75,2060,26036,1.0,0,4,7.804315308,3,67,26,0.5631067961165048,412.0,2.0,2.0,2.0185185185185186,2.3125
4,2.5,3290,6465,2.0,0,3,7.340818391,4,12,12,1.0,658.0,4.0,3.0,3.539473684210526,3.2621951219512195
3,2.5,1690,4500,1.5,1,4,7.331722406,4,86,86,1.0,422.5,3.0,2.0,2.9814814814814814,2.4857142857142858
4,2.5,2660,5500,2.0,2,3,7.891528862,4,11,11,1.0,532.0,3.0,3.0,2.9080459770114944,2.893854748603352
4,1.75,2480,9195,1.0,0,3,6.326586416,4,64,9,0.5604838709677419,496.0,4.0,3.0,3.857142857142857,3.2899159663865545
5,3.0,3040,9601,1.0,0,5,6.025025171,4,46,46,0.6480263157894737,506.6666666666667,4.0,4.0,3.8208955223880596,3.8208955223880596
3,2.5,2920,3942,3.0,0,3,6.640963976,4,6,6,1.0,730.0,2.0,2.0,2.0123456790123457,1.9136690647482015
3,3.25,2640,4080,2.0,0,3,7.075157195,4,102,14,0.696969696969697,660.0,3.0,2.0,3.303030303030303,2.4857142857142858
5,2.5,3160,11470,1.0,0,4,7.124658278,4,43,43,0.5632911392405063,526.6666666666666,4.0,4.0,3.8208955223880596,3.8208955223880596
4,1.0,3410,5000,2.0,0,5,6.326860053,4,104,104,0.6422287390029325,682.0,2.0,2.0,2.6153846153846154,2.4857142857142858
4,3.25,3820,24166,2.0,1,4,6.753958369,4,24,24,0.8664921465968587,764.0,4.0,4.0,3.8208955223880596,3.8208955223880596
2,1.0,720,18000,1.0,0,3,7.295405726,1,64,9,1.0,240.0,1.0,2.0,1.3555555555555556,2.4857142857142858
3,1.0,1160,8320,1.0,0,4,6.122547097,1,55,55,1.0,290.0,1.0,1.0,1.2380952380952381,1.4444444444444444
2,1.5,1020,1525,2.0,0,3,6.043949444,1,10,10,1.0,340.0,2.0,2.0,1.8876404494382022,2.4857142857142858
4,1.0,1430,8355,1.5,0,4,6.55274876,1,31,31,1.0,286.0,2.0,1.0,1.7352941176470589,1.4172185430463575
3,2.5,2000,9202,2.0,0,4,6.137803474,1,22,22,1.0,500.0,2.0,2.0,1.7173913043478262,1.7173913043478262
3,1.0,1360,9948,1.0,0,3,7.000750915,1,37,10,1.0,340.0,1.0,1.0,1.8571428571428572,1.8571428571428572
4,3.0,2163,5883,2.0,0,3,6.013769526,1,8,8,1.0,432.6,1.0,1.0,1.2321428571428572,1.0
3,1.75,1220,7250,1.0,0,3,7.91716792,1,52,11,1.0,305.0,2.0,2.0,1.8,1.8
3,1.0,1030,6127,1.0,0,3,6.271578536,1,67,2,0.8543689320388349,257.5,2.0,2.0,2.2093023255813953,2.4857142857142858
3,2.5,1850,4597,2.0,0,3,7.007211627,1,11,11,1.0,462.5,1.0,1.0,1.5168539325842696,1.2105263157894737
2,1.0,960,28717,1.0,0,4,6.657448016,1,30,30,1.0,320.0,2.0,2.0,2.25,2.25
2,1.0,810,7980,1.0,0,1,6.001403089,1,86,86,1.0,270.0,2.0,2.0,1.8627450980392157,2.4857142857142858
3,2.0,1920,8075,1.0,0,4,6.17176423,1,45,45,0.7864583333333334,480.0,1.0,1.0,1.4065934065934067,1.408450704225352
3,2.5,1420,14850,1.0,0,4,6.717614006,1,51,51,0.7183098591549296,355.0,1.0,1.0,1.2380952380952381,1.4444444444444444
3,2.0,1690,9583,1.0,0,4,7.13968055,1,45,45,1.0,422.5,2.0,2.0,2.4705882352941178,1.9136690647482015
3,1.5,1500,6337,1.0,0,5,6.788333367,1,61,61,1.0,375.0,2.0,2.0,2.2093023255813953,2.4857142857142858
4,2.0,2190,14439,1.0,0,4,7.003962309,1,37,37,0.5388127853881278,438.0,1.0,1.0,1.2321428571428572,1.4172185430463575
3,1.75,1390,8700,1.0,3,4,7.814406562,1,102,25,0.60431654676259,347.5,1.0,2.0,1.3846153846153846,1.9136690647482015
4,2.5,2000,13300,1.0,0,4,6.098532205,1,46,46,0.6,400.0,1.0,1.0,1.2321428571428572,1.4172185430463575
3,1.5,1060,10464,1.0,0,4,6.808511861,2,41,41,1.0,265.0,2.0,3.0,2.3195876288659796,2.76878612716763
4,2.25,2130,8078,1.0,0,4,6.586496968,2,37,37,0.647887323943662,426.0,2.0,2.0,1.68,1.9136690647482015
4,2.25,1930,7452,1.0,0,3,6.403866205,2,30,30,0.7409326424870466,386.0,1.0,1.0,1.3492063492063493,1.4444444444444444
5,1.75,2320,8100,1.0,0,4,6.030881624,2,58,58,0.5,386.6666666666667,2.0,1.0,2.0185185185185186,1.7058823529411764
4,2.25,2310,7490,2.0,0,3,6.500704978,2,34,34,1.0,462.0,2.0,2.0,1.68,1.9136690647482015
4,2.75,1970,7213,1.0,0,3,6.338371455,2,37,10,0.5939086294416244,394.0,2.0,2.0,1.7666666666666666,1.9136690647482015
3,2.25,998,904,2.0,0,3,7.075313856,2,7,7,0.7995991983967936,249.5,3.0,2.0,2.71,2.4857142857142858
3,2.25,1352,1694,3.0,0,3,6.072923761,2,7,7,1.0,338.0,2.0,2.0,2.2093023255813953,2.4857142857142858
4,2.5,1940,3784,2.0,0,3,7.196468414,2,11,11,1.0,388.0,2.0,2.0,1.7666666666666666,1.9136690647482015
3,1.0,1620,30736,1.5,0,4,6.834065572,2,103,37,1.0,405.0,4.0,3.0,3.323809523809524,3.2899159663865545
3,2.25,1640,11050,1.0,0,4,7.73840372,2,42,42,1.0,410.0,2.0,2.0,2.4705882352941178,1.9136690647482015
3,2.0,1340,1384,3.0,0,3,7.401064781,2,6,6,1.0,335.0,3.0,2.0,2.725,2.4857142857142858
3,3.25,1410,1253,3.0,0,3,6.297372832,2,9,9,1.0,352.5,3.0,2.0,2.725,2.4857142857142858
3,2.25,1445,1606,2.0,0,3,7.884223853,2,11,11,0.8996539792387543,361.25,3.0,3.0,2.8764044943820224,2.893854748603352
4,2.5,2600,11951,2.0,0,3,6.094173005,2,26,14,1.0,520.0,1.0,1.0,1.4065934065934067,1.408450704225352
4,2.25,3060,48787,2.0,0,3,6.623395551,2,22,22,1.0,612.0,2.0,2.0,1.6666666666666667,1.6666666666666667
4,2.0,1650,6000,1.0,0,5,7.749344655,2,55,55,0.6060606060606061,330.0,2.0,2.0,2.6153846153846154,2.4857142857142858
2,2.0,1150,6634,1.0,0,3,7.362814417,2,74,18,0.7478260869565218,383.3333333333333,3.0,2.0,2.9158878504672896,2.4857142857142858
4,1.75,1750,5500,1.5,0,5,6.178798768,2,88,88,0.6,350.0,3.0,2.0,2.71,2.4857142857142858
2,1.0,1150,4400,1.0,0,4,7.639975651,2,109,109,1.0,383.3333333333333,4.0,2.0,3.3666666666666667,2.4857142857142858
4,2.5,1930,9653,1.0,0,4,7.99288906,2,46,46,1.0,386.0,1.0,1.0,1.4065934065934067,1.408450704225352
3,2.0,1410,4800,1.0,0,3,7.495257803,2,74,18,1.0,352.5,3.0,2.0,2.71,2.4857142857142858
2,1.0,1840,3300,1.5,0,4,6.991296333,2,104,104,0.6141304347826086,613.3333333333334,3.0,2.0,2.8205128205128207,2.4857142857142858
3,1.75,1750,11340,1.0,1,4,6.259929681,2,27,27,0.7428571428571429,437.5,3.0,3.0,3.032258064516129,3.2621951219512195
3,2.5,2100,5824,2.0,2,3,7.57032912,3,15,15,1.0,525.0,3.0,3.0,2.727272727272727,2.727272727272727
3,2.0,1400,7293,1.0,0,4,6.945585251,3,51,51,1.0,350.0,3.0,3.0,2.840909090909091,3.2899159663865545
3,2.5,2030,6970,2.0,0,4,6.521272973,3,23,23,1.0,507.5,3.0,3.0,2.9080459770114944,2.893854748603352
5,3.0,3480,57499,1.0,0,4,7.336126556,3,38,22,0.6724137931034483,580.0,3.0,3.0,2.8764044943820224,2.893854748603352
3,1.75,1300,5413,1.5,0,3,7.481205191,3,89,22,1.0,325.0,3.0,2.0,2.9158878504672896,2.4857142857142858
4,1.75,2000,4000,1.5,0,5,7.112564483,3,88,88,0.725,400.0,2.0,2.0,2.0933333333333333,2.4857142857142858
4,2.5,2330,14289,2.0,0,4,7.822221494,3,36,14,1.0,466.0,3.0,3.0,3.1621621621621623,3.2899159663865545
4,2.5,2840,4500,2.0,0,3,7.364638329,3,2,2,1.0,568.0,2.0,2.0,2.3181818181818183,2.3230769230769233
4,2.25,2470,7447,2.0,0,3,7.745442216,3,30,30,1.0,494.0,2.0,2.0,1.9651162790697674,2.3529411764705883
3,2.25,1660,10140,1.0,0,4,7.726504738,3,34,34,0.8253012048192772,415.0,3.0,3.0,3.1297709923664123,3.179372197309417
4,2.5,2840,6268,2.0,0,3,6.933441251,3,16,8,1.0,568.0,2.0,2.0,2.3181818181818183,2.3230769230769233
4,2.5,2660,4000,2.0,0,3,7.062296345,3,13,13,1.0,532.0,3.0,3.0,3.2444444444444445,3.179372197309417
4,3.25,2400,29252,2.0,0,4,6.947000176,3,32,3,1.0,480.0,3.0,3.0,2.7096774193548385,2.8454545454545452
4,2.25,2430,32496,1.0,0,3,6.763013404,3,21,21,1.0,486.0,3.0,3.0,3.0208333333333335,2.8454545454545452
4,2.5,2260,7753,2.0,0,3,7.734439977,3,25,25,1.0,452.0,3.0,3.0,2.9080459770114944,2.893854748603352
3,3.0,2480,45302,1.0,0,4,6.018147295,3,38,22,0.6532258064516129,620.0,3.0,3.0,3.0208333333333335,2.8454545454545452
4,2.75,3100,3773,2.0,0,3,6.761708124,4,95,18,0.6451612903225806,620.0,3.0,2.0,2.688888888888889,2.4857142857142858
4,2.75,2790,10819,2.0,0,3,7.61101104,4,18,18,1.0,558.0,3.0,3.0,2.8764044943820224,2.893854748603352
4,3.5,2730,3047,2.0,0,3,7.928746087,4,8,8,0.8791208791208791,546.0,3.0,2.0,2.9814814814814814,2.4857142857142858
4,2.5,2830,20345,2.0,0,3,6.122647993,4,35,0,0.6996466431095406,566.0,4.0,3.0,3.857142857142857,3.2899159663865545
4,2.75,3780,10308,2.0,0,3,6.311924604,4,15,15,1.0,756.0,4.0,3.0,3.539473684210526,3.2621951219512195
4,3.5,3810,13592,1.0,1,3,6.934369295,4,1,1,0.6719160104986877,762.0,2.0,2.0,2.0123456790123457,1.9136690647482015
3,2.5,3560,107290,2.0,0,3,6.464558901,4,27,14,1.0,890.0,3.0,3.0,3.2444444444444445,3.179372197309417
4,3.0,3750,11025,2.0,0,3,7.399771646,4,38,38,1.0,750.0,3.0,3.0,3.032258064516129,3.2621951219512195
4,2.25,4230,37769,2.0,0,3,7.494047118,4,25,25,1.0,846.0,3.0,3.0,3.0208333333333335,2.8454545454545452
